Linux 3.0.101-0.15-default (axle) 	11/22/2014 	_x86_64_

04:44:42 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:45:42 AM     all     55.89      0.00     11.54      0.02      0.00     32.55
04:46:42 AM     all     57.38      0.00     10.90      0.00      0.00     31.72
04:47:42 AM     all     57.39      0.00     11.67      0.00      0.00     30.94
04:48:42 AM     all     56.37      0.00     12.55      0.00      0.00     31.08
04:49:42 AM     all     55.53      0.00     13.76      0.00      0.00     30.71
04:50:42 AM     all     56.24      0.00     12.90      0.00      0.00     30.85
04:51:42 AM     all     60.56      0.00      8.71      0.00      0.00     30.73
04:52:42 AM     all     51.23      0.00     11.05      0.00      0.00     37.71
04:53:42 AM     all     53.17      0.00      9.10      0.00      0.00     37.73
04:54:42 AM     all     50.41      0.00     12.28      0.00      0.00     37.31
